"NN MD VB IN IN DT JJ NN NN WDT VBZ RB VBN IN JJ JJ NN , RB VBG VBN IN JJ NN IN NNS IN DT JJ NN .",1
"IN DT , DT NN NN IN DT NNP NN IN NN NNP VBD RB JJ , VBG IN CD .",1
"DT IN PRP$ NNS VBD IN JJ NN , IN PRP$ NN VBG DT NN CC PRP$ NN VBG DT NN .",1
"`` NN NNP VBD IN CD : NN VBZ DT NN , CC NNP POS JJ NN VBZ RB JJ VBG .",1
"NNP NNP NNP , NNP NNP , CC NNP .",1
"CD , NNP .",1
"DT NN NN VBD IN CD , WRB DT NNP NN VBD NN JJ TO DT NN , CC DT NN VBD RB VBN IN NN , VBN IN NN , CC VBD JJ TO VB DT NN IN DT NN NNS .",1
"PRP VBD VBN TO DT NN NNP CD , CD , CC VBD NN IN NNP , NNP .",1
DT NNP RB VBD PRP IN DT NNP NNP NN TO NNP IN PRP VBD VBN JJ NNS IN DT NNP NN IN DT JJ NN .,1
NNP NNP NNP NNP NNP .,1
"CD NNS , CC JJ IN NNP NNS .",1
NN IN DT NNP .,1
"NNP POS NN NNS VBD VBN IN JJ NNS IN DT NN IN PRP$ JJ VBG NN : PRP VBP IN NNP ( CD ) , NNP NNP POS NNP : JJ VBG NNP ( CD ) , NNP DT NNP IN DT NNP ( CD ) , NNP NNP ( CD ) , DT NNP NNP ( CD ) , DT NNP NNP NNP : NNS IN DT NNP ( CD ) , CC NNS IN NNP ( CD ) .",1
DT VBZ DT NN IN CD .,1
DT VBD RB JJ TO JJ NN IN DT NN IN JJ NNS WP VBD NNP JJ NN .,1
"CD VBD DT NN IN NNP CC NNP , DT NNS IN PRP$ JJ NN NN RB VBN IN NNP NNP ( NNP NNP ) CC JJ NN NNP NNP ( DT NNP NNP , NNP ) IN DT NNS VBN IN NNP NNP IN DT NNS CC JJ NN VBN IN NNP .",1
"NNP NNP , CD ) , CC NNP NNP IN DT NNP ( NNP NNP , CD ) .",1
NN CC NNP NNP CD : CD CD .,1
"DT NN VBD JJ NN , JJR NNS IN DT IN NNP NNP , JJ IN `` NNP DT NNP '' CC `` NNP NNP '' .",1
"DT NN VBZ PRP IN , DT NNP PRP , VBD NNP TO VB DT NN RB VBD TO PRP$ .",1
PRP VBD VBN IN DT NNP NN NN IN NNP .,1
"NN CD IN DT NNP NNP VBD NN IN DT NNP NNP NNP NNP TO VB JJ NN NN IN VBZ JJ TO VB RP DT NNP VBD JJ CC JJ NNS DT NNP IN NNP NNP NNP IN CD , NNP NNP CD , VBD DT NNP IN NNP .",1
"IN NNS , JJ JJ NN NNS VBP JJ NNS IN NNS CC JJ NN CC NN POS NN IN NNS .",1
"JJ NNS RB JJ JJ NNS IN JJ NN , CC JJ NNS JJ IN `` NNP IN NNP '' , `` JJ NN '' CC DT NN `` NNP '' , WDT MD VB NN WRB VBN IN PRP$ NN NN , NNP .",1
EX VBD CD NN NNS IN DT JJ NN IN CD .,1
"NNP NN NNS TO DT NN IN NN , JJ NN VBZ CD IN NNS DT NNS ( IN ) .",1
"CD , IN CD NN NNS CC CD NNS , IN DT JJ NN IN CD IN NNP IN CD .",1
"RB , EX VBD DT NN IN DT NN IN JJ NNPS TO DT NNP IN DT JJ NNS .",1
DT VBD NN IN NNP NNP CC NNP NN .,1
"IN NNP NNP , NN VBD DT NN IN PRP$ NN , IN NNS , JJ IN NNP NNP CC NNP NNP , RB RB IN NNP NNP , VBD RP DT NN RB .",1
CD NN IN JJR IN CD NNS .,1
"DT JJR NN VBD NN IN NNP IN CD NNP CD , JJ TO DT NN IN NNP NNP , IN WDT DT JJ NNP NNP NN VBD IN DT JJ NN .",1
NNP RB VBD DT NN IN NN NN VBG IN VBD NN IN NN .,1
"NNP NNP NNP VBD VBN IN NNP NNP , VBG CD IN CD CC CD IN CD .",1
"NNP NNPS , WP VBD DT NNS IN DT NNP .",1
"NNS WRB PRP VBD VBN NNP NNP IN NNP NNP NNP , NNP CD , CD .",1
"DT NNP NNP NNP NNP VBZ JJ NN IN JJ , JJ CC JJ NN VBG NN NN , CC NNS NNS IN NN CC NN .",1
DT NN VBZ PRP$ JJ VBN NN NN WDT VBZ VBN IN DT NN IN NNS WDT VBP TO VB DT NN .,1
"IN DT JJ NN JJ NNP VBZ TO VB JJR IN PRP$ NN CC NNP VBZ RB JJ TO VB PRP$ DT NNS , NNP VBZ TO VB PRP CC VBZ NNP IN DT JJ NN NNP .",1
) : DT NNP .,1
"IN DT VBG NN NN , NNS VBD VBN TO DT NN .",1
"NNP , NNP NNP , NNP NNP NNP , CC JJ JJ NNS VBP VBN IN NNS VBP JJ CC JJ .",1
NNP VBZ DT JJS NN VBN IN DT NN .,1
NN CD VBZ RB JJ NNP CD IN DT NN IN NNP NNP CC NNP NNP IN NNP NNP CC DT NNP NNP NNP .,1
NN CC NN JJ NN NN NNP .,1
DT NN VBZ NN IN DT NN VBD $ CD .,2
DT NN VBD DT JJ NN IN DT NN NN .,1
DT NN VBZ TO VB DT NN NN .,1
"NNP CD NNP CD , JJ NN .",1
DT NN IN DT NNS VBZ JJ .,1
"PRP VBZ CD IN DT RBS JJ JJ NN NNS IN IN PRP$ JJ NN , DT JJ NN NNP NNP IN NNP NNP NNP NNP NNS , CC JJ NN NN .",1
"CD , CD IN NNP CD .",1
"IN NNP CD , WRB DT NNP NNP NNP NNP VBD IN DT NNS IN JJ NN NNP NNS IN NNP NNP , NN VBD TO NNP .",1
"NNP VBD VBN IN DT NNP TO DT JJ NNP ( NNP CD , JJ CD , CD ) .",1
PRP VBD JJ RB DT NNP NNPS IN DT NNP IN DT NN .,1
DT NN VBD DT NNP NN IN CD IN NNP NNP NNP .,1
"NNP NNP VBZ IN DT NN IN NNP NNP IN DT NNP NNP , CC VBZ TO PRP$ NN : IN NNS VBD VBN CC VBN IN PRP$ MD IN JJ NNP , DT JJ NN IN NNP NNP NNS MD VB VBN IN NNS .",1
"NNP VBD IN VBG PRP , IN DT NN NN RB VBD PRP : DT NNP NN VBD DT NN `` RB JJ '' .",1
"PRP VBD IN DT NN NN IN NNP IN NN CC NN NN IN DT NNS CD CC RB IN NNP , PRP VBD CD IN DT JJ NNS TO NNP POS NN , DT NNP NNP VBD NN NNP , NNP NNP CC DT NN NNS IN DT NNP NNP NNP .",1
DT NNPS VBD RB VBN TO DT JJ NN IN NNP .,1
"JJ NNS MD VB : NN IN DT NN VBD IN NN , VBG DT JJ NN CC VBG DT NNS POS .",1
"VBG DT NNP NNP NNP VBD DT NNP NNP NNP CD IN NNP CD , WDT VBD IN NN IN NNP CD , CD .",1
"CD NNP NNP CD JJ NNP NNP NNP , WRB DT NNP NNP NNP CD NNP NNP , WRB DT NNP NNP NNP CD NNP NNP IN NNP , DT NNP IN DT JJ CD NNP NNP NNP , NN , DT NNP IN DT JJ CD NNP NNP NNP NNP NNP , NN , DT NNP IN DT JJ CD NNP NNP IN NNP NNP NNP , DT NNP IN DT JJ CD NNP NNP NNP CC NNP NNP NNP , NN , DT NNP IN DT JJ CD NNP NNP IN NNP CC NNP `` NNS CC NNP NNP IN NNP '' CD NNP NNP NN , DT NNP IN DT JJ CD NNP NNP IN NNP NN NN JJ ( DT NNP IN DT NNP ) NN IN JJ NN NNP NNP .",1
"VBG TO DT NNP NNPS NNP NNP , DT NN VBZ DT JJ NN IN CD .",1
VBG PRP IN PDT DT NNS VBZ PRP$ NN JJ CC NNP VBZ WRB JJ NNP MD VB VBN IN DT NN RP PDT DT NNS RB .,1
"DT CD NN VBD TO VB DT JJ NN NN , IN JJ NNS , NNS IN DT NNP NNP NNP IN DT JJ NN JJ NN , NNP NNP NNP NNP , NNP NNP , NNP CC NNP , DT NNP IN NNP , NNP NNP , NNP NNP , NNP NNP , CD VBN NNP CC ( NNP ) NNP NNP .",1
"NNS VBP TO VB RB VBN IN DT NN IN NNP , IN DT NN IN DT NN RB VBD IN NNP VBG DT NNP NN NN IN NNP CD , IN JJ NNS IN CD CC CD , VBZ NNS IN JJ NNP NNS VBD VBN TO VB NN VBN TO PRP .",1
IN RB DT NN VBZ VBN TO IN CD NNS .,1
DT NN VBZ VBN IN NNP IN NNP .,1
"JJ NNP NNP VBD VBN IN NNP IN CD , DT NN IN NNP NNP , DT NN IN DT NNP NNP NNP , CC PRP$ NN NNP , DT JJ NN .",1
`` PRP MD VB IN CD CC DT IN DT CD NN NNS VBN IN DT NN RB RB VBN .,1
"IN NNS IN NN , NNP VBZ VBN IN DT JJ CC JJ JJ NNS .",1
NN CC NN VBD RB VBN TO JJ NN IN DT NNP NNP NN .,1
IN DT JJ NN NNP VBD TO VB IN JJ NN IN DT NN .,1
DT `` NNP '' ( RB `` JJ NN '' ) NN VBD VBN IN JJ NNS VBN CD ( NNP $ ) .,1
`` NNP NNP NNP '' CC `` NN '' DT VBP DT NN IN NN CC NN .,1
"DT JJ NNS WDT VBD DT JJ NN VBD NNP NNP , NNP NNP ( RB NNP .",1
"IN NN , NN VBZ NNP ( NNP ) CD CC NNP ( NNP ) CD ( NNP ) CD .",1
"DT NNS RB VBP NNS POS NN NN , JJ CC JJ NN NNS , NN NNS , NNS , NNS , NNS , CC NN NNS .",1
NN IN NN IN NN NN : NNP VBP JJ NN IN VBN IN NNP NN NNS .,1
NNP NNP NNP ( JJ ) NNP VBZ VBN TO DT NNP .,1
PRP RB VBD CD JJ NNS .,1
"IN NNP , NNP .",1
IN DT CD NNS RB VBD CD .,1
NNP : NNP NNP .,4
NN : CD .,2
"CD ) , CD NN ( NNP .",5
"NNP , WP VBZ IN JJ NN , VBD VBN IN NNP , NNP .",1
RB CD .,2
"DT JJ NN VBD VBN IN DT NNP NNP NNP , WDT VBD IN CD JJ NNS VBG DT NN POS NN IN DT NNP NNP IN DT NNP .",1
PRP VBD CD NNS IN DT NNP NN NN IN DT NNP NNP NNP NNP NNP IN DT NN IN CD CC DT NN IN CD .,1
"IN EX VBD RB JJ NNS IN PRP IN DT NN IN NN , PRP VBD DT NNS IN PRP$ NN , RB IN PRP VB NN NN IN DT JJ NNS IN IN JJ NNS CC RB VBD DT JJ NN WDT VBD VBN TO VB NN .",1
NNP VBD NNP JJ NNS IN NNS IN DT JJ NN IN CD .,1
"IN CD , PRP VBD DT NNPS TO VB DT NNP VBD JJ JJ NN WDT VBD PRP$ NNS TO CD .",1
"PRP$ NN IN VBG CD NNS IN DT NN IN NNP MD RB VB VBN IN CD WRB NNP NNP , NNP .",1
( VBZ CD CD ) .,1
"CD IN CD , NNP NN WDT VBZ CD JJ NNS WP VBD PRP VBD VBG TO VB VBN IN DT NN VBN NNP POS JJ PRP NNP .",1
"IN DT NNP NNP , NNP VBD DT NN , JJ NN , CD VBD NNS , CC CD NNS .",1
DT NN VBD RB VBN IN CD CC VBD RB RB RB .,1
IN DT NN DT NN VBD VBN RP IN CD .,1
"DT NNP VBD NNP TO DT NNP NNPS IN NNP CD , CD , IN NN IN NNP NNP , NNP NNP , NNP .",1
NNP NNP NN MD VB VBN IN DT NNP NNP NN `` JJ NNP .,1
DT JJ VBZ IN DT NNS VBP IN NNP NN CC DT NN IN NNP NN .,1
"IN PRP VBD RB JJ TO NNP TO VB RB VBN , PRP VBD IN DT JJ JJ NN NN IN DT NNP NNP .",1
"IN IN DT NN IN NNP CD , VBG NNS VBD VBG .",1
DT JJ JJ IN NN MD RB VB VBN TO VBN NNS IN NN IN DT JJ NNS : DT NN NN IN VBZ DT NNS : DT NNP JJ NN NN MD VB VBN IN DT NNP IN : CD JJ JJ NNS VBP DT JJ NN IN IN NNP NN : CC VB DT : `` DT JJ POS '' CC DT JJ NN IN IN NNP NN CC NNP JJ `` CD POS JJ '' .,1
"NNP JJ NNS MD VB VBN IN DT JJ NNP NNS : IN VBN IN , DT NN VBZ IN DT JJ NN ( NN ) .",1
`` NNP '' .,1
DT NN POS NN VBZ NNP NNP .,1
"NN NNP NNP ( NNP NNP NN ) VBZ DT CD JJ NN NN , VBN IN NNP CC NNP NNP CC VBN IN NNP NNP .",1
"IN DT NN NN PRP VBD VBN IN DT JJ NN NN VBG DT `` NNP '' NN CC VBG DT JJ JJ NN NN ( IN NN NN ) , CD JJ NNP NNS , DT NN NNP NN IN IN VBG IN DT NNP NNP ( `` NNP NNP '' ) , DT VBN NN IN IN VBG IN DT NNP NNP CC JJ NNS .",1
DT JJ NN IN DT RBS JJ NN NNS VBZ DT NN IN CD .,1
"IN DT CD NNP NNP NN , IN DT NNP NNP , NNP NN PRP$ JJ NNS IN PRP$ JJ NN : CD NNS .",1
"IN NNP NNP , NNP CD VBZ NNP NNP TO NNP NNP .",1
"DT VBG NN VBD DT JJ NN IN JJ NNP NNP NNP NNP VBD VBN PRP$ JJ NN IN DT NN , CC PRP$ JJ NN NNP NNP VBD TO VB .",1
"NNP NNP NNPS NNP NNP , NNP NNPS NNP NNP , CC NNP NNP NNP NNP NN NNP VBP VBN IN DT NNP NNP IN NNP NNPS .",1
NNP VBZ DT JJ NN IN NNP .,1
DT NNP NNP CC NNP NNP VBZ IN NNP .,1
"DT JJ NN VBD IN DT JJ CD , WRB NN NNS VBD VBN TO VB JJ NNS TO VB DT NN CC NNS IN DT JJ NN .",1
"IN CD NNP VBD IN NNP NNP , NNP , CC RB VBN JJ NNS IN PRP$ JJ CC NNS NNS POS NNS .",1
"NNS TO DT NN IN TO DT NNS , NNP NNP VBZ DT JJ NN NN .",1
"IN NNP IN NNS VBZ DT NN IN NNP , PRP VBZ JJ TO VB DT NNP VBZ JJ CC VBZ NNP TO VB PRP$ TO NNP , WRB PRP VBZ VBG RB .",1
"NNP VBZ VBN CC DT NNP , VBD CC VBD , VBP VBN IN NNP RB TO DT NNP NNP , IN DT NNP NNP NNP NNP IN NN .",1
"DT NN IN JJ NNS TO DT NNS IN NNS , RB JJ NNS , DT NN IN DT NN IN NNP , CC DT NN IN DT NNS IN DT NNP .",1
DT NNP VBD VBN IN DT JJ NN NN IN DT NN CC JJ NN TO NNP ( VBN IN `` DT NN '' ) CC PRP$ JJ NN ( CD ) IN NNP ( VBG DT NNP NNPS ) .,1
"( JJ NNP CD , CD ) VBZ DT JJ NNP NN NN IN DT NNP NNP NNP IN DT NNP NNP CC DT NNP NNP .",1
DT JJ CC NN VBP VBN RB IN VBG JJ NN .,1
"NNP JJS NNS IN DT JJ NNP NNP VBG NN NNP NNP , CD , CD NNP CD , CD NN .",1
"IN PRP VBD RB VBN , PRP VBD IN VB DT NN IN DT JJ NN NN NN VBN NNP NN NNP .",1
PRP$ NN NN VBD CD NNS IN NN .,1
"IN RB , DT NN IN NNP VBZ VBN DT JJ NN .",1
"IN DT JJ NN NN , VBP CD NNP NNP NNP IN NNP ( NNP ) IN NN IN NNP , NNP CC NNP : NNP : NNP NNPS : NNP NNPS : NNP NNPS : CC DT NNP NNP NNP ( NNP ) , ( DT VBN NN IN DT NNP ) .",1
"IN VBN IN NNP NNP NNP : `` RB WP PRP MD VB VBZ VB DT NN DT NN CC WRB PRP VBP DT JJ NN , PRP MD RB VB PRP RP , RB NNP NNP MD VB DT JJ JJR NN , '' PRP VBD JJ NN .",1
NNS VBP JJ CD NNS DT NN .,1
"IN DT NN IN NNP , VBZ DT JJ NN IN NNP , VBG IN DT NN IN NNP NNP .",1
"NNS RB VBP DT NN IN VBG IN NNP NNP CC NNP VBZ RB RB IN IN DT NNP NNP NNP , NNP NNP NNP NNP , CC NNP IN DT JJ NNP NNP .",1
"RB , NNP NNP NNS VBP RB JJ , JJ , JJ JJ NN NNS .",1
RB DT NN VBD DT NN TO DT NNP IN NNP .,1
"NN IN JJ NNS MD VB TO : NN IN JJ NNS ( NNP CD ) , DT NN IN DT NNS IN NNP NNP IN DT NN NN NNS IN JJ JJ NNS , DT NN IN DT NNS VBN IN DT NN IN NNP NNP ( NN NNP CD ) NN IN JJ JJ NNS , DT NN IN DT NNS VBN IN DT NN IN JJ NNP ( NN NNP CD ) NN IN JJ NNS IN NNP NNP , IN NN NNS NN IN JJ NN NNS , DT JJ NN IN NN VBN IN DT NNP NN NNP ( JJ : NN ) , IN DT JJ NN IN DT NN , NNS RB TO DT JJ , RB JJ CC RB VBD NN IN DT JJ NN IN NNP .",1
"IN IN CD , PRP$ NN VBD CD .",1
"NNP JJS NNS IN DT NNP NNP NNS NNP NNP , CD , CD NNP CD CD NNP CD NNP JJ NNS IN DT NNP NNP NNS NNP NNP , CD , CD NNP CD CD NNP CD NNP NNP , CD , CD NNP CD CD NNP CD NNP NNP , CD , CD NNP CD CD NNP CD NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN RB VBG IN DT NNP NNP NNS NNP NNP , CD , CD NNP CD CD NNP CD NNP IN CD JJ NNP JJ NNS NNP NNP , CD , CD CC CD NNP NNP , CD , CD CC CD NNP NNP , CD , CD CC CD NNP NNP , CD , CD CC CD NNP NNP , CD , CD CC CD JJS JJ NNS IN DT NNP NNP NNS NNP NNP , CD , CD CC CD NNP NNP , CD , CD CC CD NNP NN TO VB IN DT NNP NNP NNS NNP NNP , CD NNS , CD NNS , CD NNP CD , JJ NN .",1
"DT JJ NN CC PRP$ NN , NNP , VBZ VBN DT NNP NNP NNP NNP CD IN DT NNP NNP NNP ( DT .",1
NN : JJ .,1
"DT NNS VBP VBN IN NNP , IN RB VBN .",1
"IN NNP CD NNS VBD DT NN IN DT JJ JJ NN IN VBG IN DT NN VBG DT NN POS NN NNS , IN WDT CD NNS VBD PRP$ NNS .",1
PRP VBZ JJ TO VB JJ CC PRP '' NNP RB VBP DT JJ JJ NN IN NN VBZ RB VBN PRP$ NN NN .,1
CC IN PRP VBP DT NN IN DT NNS PRP MD VB DT NN IN VBG PRP .,1
DT NNP NNP IN NNP NNP VBD JJ NN IN DT NNP NNP .,1
IN DT NN IN NNP .,1
"PRP$ NN VB JJR NNS CC WP PRP VBP IN RB VB DT NN WDT VBZ JJ NNS DT NN TO RB VB PRP$ NNS , IN VBZ VBN IN CD JJ NNS `` : VBD DT JJ NN NNP NNP NNP .",1
"`` DT NNP '' IN NNP NNP VBD DT NNP NNP NNP IN NNP IN DT NN IN CD `` NNP NN NNP '' VBN IN # CD IN DT NNP NNP POS `` JJ CD NNP NNP '' `` WP DT NNP NNP , DT NNP MD VB '' IN NNP NNP VBD DT NN NNS NN IN NNP NNP DT NNP NNP IN NNP NNP NNP IN CD `` ( VB ) '' ( # CD ) CC `` NNS IN DT NNP '' ( # CD ) VBD NNP NNP POS JJS CD IN CD `` DT NNP CC DT NN '' IN NNP NNP VBD DT NN NNS NN IN NNP `` VBP RB VB NNP '' ( # CD ) VBD NNP NNP POS JJS CD IN CD VBD DT JJ NNP NNP NNP IN NNP NNP IN NNP NNP NNP NNP , NNP NNP VBP RB NNP NNP JJ NNP NNP ( CD ) VBN IN NNP NNP CC NNP NNP NNP DT NNP CC DT NNP NNP NNP ( CD ) : VBN IN NNP NNP CC NNP NNP NNP PRP MD VB NNP NNP : DT NNP IN NNP CC NNP NNP NNP NNP ( CD ) VBP RB VB PRP VBZ IN VBN IN NNP NNP CC NNP NNP NNP WP DT NNP NNP , DT NNP NNP NNP : NNP NNP ( CD ) VBN IN NNP NNP , NNP NNP NNP CC NNP NNP NNP NNP NNP NNP ( CD ) CD NNS VBN IN NNP NNP NNP CC NNP NNP NNP JJ NNP NNP ( CD ) VBN IN NNP NNP NNP CC NNP NNP NNP NNP NNP NNP ( CD ) NNP IN NNP VBN IN NNP NNP NNP DT NNP : NNP NNP ( CD ) VBN IN NNP NNP NNP , NNP NNP CC NNP NNP NNP NNP : NNP NNP ( CD ) VBN IN NNP NNP NNP NNP DT NNP NNP NNP : NNP NNP ( CD ) : VBN IN NNP NNP NNP VBP RB NNP NNP JJ NNP NNP ( CD ) VBN IN NNP NNP CC NNP NNP NNP DT NNP CC DT NNP NNP NNP ( CD ) DT NNS VBN IN NNP NNP CC NNP NNP NNP , IN `` JJ NNS '' IN NNP NNP CC `` VBP RB VB NNP '' IN NNP NNP NNP .",1
"IN CD DT NNP IN NNP JJ NNP , WDT VBD PRP TO NNP NNP IN CD .",1
PRP$ NN IN CD VBD CD .,1
"NN NNP NNP NNP ( NNP CD , CD : NNP CD , CD ) VBD DT NNP .",1
"CD , NNP , NNP NN .",1
"VBG TO DT CD NN , DT NN VBD DT NN IN CD , WDT VBZ CD .",1
"IN DT NN JJ IN DT NNP NN NN , DT NN NNS VBD VBN IN DT DT NNP CC DT NNP JJ TO NNS IN NN .",1
"IN DT JJ CC JJ NNS , EX VBZ RB CD JJ NN NN CC NN ( WDT VBZ , NNP VBZ RB VB CD JJ NNS IN DT JJ NN JJ CC DT JJ NN JJ ) .",1
"NN NNP : NN NNP NNP : NN NNP NNP : NNS NNP NNP : NNS NNP NNP : NN NNP NNP NNP ( CD ) NNP $ CD '' ( CD ) `` ( VBN ) IN NNP '' ( CD ) NNP ( RB VBN IN DT NN IN DT NNP IN JJ NNP ) `` NNP '' ( CD ) NNP `` NNP '' ( CD ) NNP NNP ( CD ) NNP NNP NNP NNP VBZ DT JJ JJ NN IN NNP NNP NNP , NNP .",1
") , NNP NNS ( NN .",1
DT JJ NN VBZ NNP NN .,1
"DT NN IN NNP IN NNP VBD VBN IN CD , RB TO VB VBN IN NNP NNP NNP .",1
JJ NNS IN DT NN VBP : NNP NNP .,1
"IN DT JJ NN NN NNS , NNP ( NNP ) CD VBZ JJ , IN DT NN IN CD .",1
"PRP VBD DT JJ NN WDT VBD NNP NNP , NNP NNP , NNP NNP , NNP , NNP CC NNP , JJ NNP NNP , NN NN NNP NNP , NNP `` NNP '' NNP , NNP NNP IN NNP .",1
"NN NNP NNP NN NNP NNP NNP NN : JJ NN , CC NN .",1
"NNP NNP NN IN DT JJ NNP NNS VBP NNP NNP , CD NNP CD , JJ NN .",1
DT JJ NN NN IN DT JJ CD NNS VBD VBN IN DT NN VBZ : NNP NNP IN CD IN NNP NNP NNP .,1
"CD , IN CD NNS CC DT JJ NN IN CD IN NNP IN CD .",1
"DT NNP NNP NNP NNP , NNP NNP NNP NNP , NNP CC NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP .",1
DT JJ NN VBZ DT JJ NN NN NN NN .,1
"NNP NNP NNP VBD DT JJ NN TO DT NNP ( NNP NNP ) NNP NNP NNP NNP ( CD CC CD ) IN NNP NNP , NNP .",1
"CD NNPS CD VBZ , `` CC RB MD DT VBD VB VBN , WP DT NNP MD VB IN DT NN IN PRP$ NN , CC MD VB IN DT NN IN PRP$ NN : RB PRP , WP$ VBG VBZ IN DT NN IN NNP IN DT NN CC NNS CC VBG NNS , CC IN DT NN IN NN IN PRP IN NN : IN PRP VBD RB DT NN IN DT NNP , IN PRP MD VB VBN .",1
NNP IN NNP CD NNP CD NN .,1
IN NNP CD NN NNP CD DT NNP VBD DT JJ NN NNP NNP .,1
DT NNP NN VBD DT NN IN CD .,1
"CD NN IN CD TO CD , CC CD .",1
RB NNP VBZ DT NN IN NNP NNP .,1
"PRP$ JJ NN , DT NNP IN DT NNP ( CD ) , VBZ IN JJ NN NNS .",1
"NNP VBD DT JJ NN IN CD NNP NNP NN NNS CC IN PRP VBD VBN DT JJ NN IN DT NN , PRP JJR IN VBD PRP$ JJ IN DT IN DT JJS JJ NNS IN NNP NN , IN NNP NNP , NNP NNP , NNP NNP CC NNP NNP .",1
"JJ NNS TO VB DT NN NN , DT NNS VBP VBN TO DT NN IN DT NNP CC IN CD NNS IN JJ JJ NN NNS IN DT NNP NNP NNP IN NNP .",1
"`` `` PRP VBP RB NNP PRP VBP PRP '' ( NNP , NNP ) CD `` PRP NNP NNP RB VB RB IN DT NNS '' ( NNP , NNP , NNP ) CD `` JJ NNP NNP '' ( NNP , NNP ) CD `` DT NNP NNP '' ( NNP , NNP , NNP ) CD `` PRP RB VBD '' ( NNP ) CD `` JJ NN '' ( NNP ) CD `` NN '' ( NNP , NNP , NNP ) CD `` PRP DT NNP IN DT NN '' ( NNP ) CD `` WRB RB MD PRP JJ .",1
"JJS NNS IN DT NN IN IN DT JJ NN IN DT NN NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN DT NN IN IN DT JJ CD NNS NNP NNP , NNP NNP CC NNP NNP , DT CD JJS NNS IN DT NN IN IN DT NNP NNP NN NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN NNP NN JJS NNS IN JJ NNS NNP VBP NNP NNP , CD NNP CD , JJ NN .",1
DT NNP MD IN DT JJ NN NNS WDT VBP DT NNS TO VB DT NN .,1
", CC RB DT VBZ VBP IN DT JJ JJ NNS .",1
NNS VBZ VBN IN DT JJ NN IN NNP NNP .,1
"JJ NNP NNS , DT JJ NN , NNS IN DT NN IN DT NN CC JJ NNS VBP TO VB IN DT JJ NNP VBZ VBG IN : JJ NNS VBG JJ NN RB NN IN NNP NNP VBZ RB IN NN .",1
VBN NN IN VBG IN NNP NNP NNP IN DT VBN RP RB IN NNP VBD TO DT NN NN NNP NNP .,1
"NNP JJ NN TO VB IN DT NNP NNP NNS NNP NNP , CD NNP CD , JJ NN .",1
"NNP NNP NN IN DT JJ NNP VBG NN NNP NNP , CD NNS , CD NNS , CD NNP CD , JJ NN .",1
"NNP NNP ) DT NNP NNP ( CD , NN .",1
"DT CD NNS ( CD NN ) NN VBD VBN RB IN DT CD , CC VBD IN NNP CD .",1
"IN DT NNP NNP , NNP VBD TO NNP CC VBD DT NN IN DT NNP IN NNS RB .",1
EX PRP VBD VBN IN JJ JJ NNS IN DT JJ NN VBD TO VB PRP .,1
"CC WRB NNP VBZ WRB JJ NNP VBZ IN NNP NN IN PRP$ JJ NN IN NNS , PRP VBZ TO VB PRP$ NN NN .",1
"PRP VBD VBN TO VB IN PRP$ NN NN , IN DT NN IN WDT PRP VBD TO NNP NNP NNP .",1
NNP POS JJR NNS VBP VBN IN NNP CC NNP .,1
DT NN IN JJ NN VBD IN JJ NNS NNS DT VBN NNS VBN IN JJ NNS .,1
DT NN VBZ VBN IN DT CD NN NNP : `` IN DT NN VBZ PRP$ JJ IN DT NNP VBZ WP VBZ JJ PRP '' .,1
JJ NNP NNP ( VBN CD NNP CD ) VBZ DT JJ JJ JJ NN RB VBG IN NNP NNP .,1
DT NNP NNPS NNP NNP VBD PRP DT NNP NNP NNP CD .,1
`` DT NNP '' VBD RB JJ NNS .,1
IN DT NN IN DT NNS PRP VBD TO NNS .,1
DT .,8
PRP VBZ VBN IN NN IN CD CC VBZ RB VBN IN NNP NNP IN NN IN NNP NNP NNP NNP NNP .,1
JJ NNS NNP CC NNP VBP JJ IN NNP NN .,1
"NN : DT NN , NNP NNP .",1
"DT NNP VBD VBN IN NNS IN NNS IN JJ NN IN NNP NNP IN NNP FW NNP ( RB , `` JJ NN IN NN IN NN : '' PRP$ NN VBD VBN IN JJ JJ NNS POS NNS IN NN IN NNP NNS .",1
VBG TO NNP .,2
DT NNP NNP VBD CD NNS IN DT `` NN NN '' TO JJ NNS TO VB NNP IN JJ NNS .,1
`` NN NNP '' CC `` NNP '' IN DT NNP NN ) VBD VBN TO NN IN DT JJ JJ NNS .,1
DT NN MD VB IN JJS CD NN .,1
DT NNP NNP NNP NNP ( NNP ) VBZ DT JJ JJ NN .,1
"PRP VBD PRP$ JJS RB NN NN IN DT NN , VBG CD NN IN DT NN .",1
"DT NN VBZ VBN IN IN CD NN NNS , WP VBD VBN IN NN NN IN DT JJ NN VBD IN CD NNP CD , CC DT JJ NN IN NN .",1
DT NNP NNP VB IN DT NNP NNP NNP .,1
"NNS NN VBP IN `` JJ NN '' CC `` JJ NN '' , RB JJ NN IN NN NNS .",1
"NNP NNP ) NNP NNP NNP NNP ( CD , NN .",1
"NN CD VBZ VBN TO NNP NNP , NNP CC NNS NNP POS NN NN IN DT NN IN NNP CD IN NNP .",1
EX VBZ DT NN IN DT JJ NN IN DT NNP NN .,1
